Name,Author,Created,Vendor,CVE,ExpectedLocations,VulnerableExecutablePath,VulnerableExecutableType,VulnerableExecutableAutoElevated,VulnerableExecutablePrivilegeEscalation,VulnerableExecutableCondition,VulnerableExecutableSHA256,VulnerableExecutableEnvironmentVariable,Resources,Acknowledgements,URL
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dataexchangehost.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dwm.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dxcap.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dxgiadaptercache.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\gamepanel.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\mdeserver.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\quickassist.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systemreset.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\taskmgr.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\vsgraphicsdesktopengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\vsgraphicsremoteengine.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d11.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\winsat.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/d3d11.html"
"d3d12.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dxgiadaptercache.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/d3d12.html"
"d3d12.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\taskmgr.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/d3d12.html"
"d3d9.dll","Wietze Beukema","2021-02-27","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\magnify.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/d3d9.html"
"d3dcompiler_47.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\bin\%VERSION%\x64, %PROGRAMFILES%\windows kits\10\bin\%VERSION%\x86, %PROGRAMFILES%\windows kits\10\redist\d3d\x64, %PROGRAMFILES%\windows kits\10\redist\d3d\x86, %PROGRAMFILES%\wireshark, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft\edge\application\%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dwm.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/d3dcompiler_47.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certreq.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\charmap.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\notepad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\wordpad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Google\Chrome\Application\chrome.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft\Edge\Application\msedge.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Mozilla Firefox\firefox.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft Office\root\Office%VERSION%\powerpnt.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"dataexchange.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%PROGRAMFILES%\Microsoft\EdgeWebView\Application\%VERSION%\msedgewebview2.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dataexchange.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\certreq.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\msdt.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\notepad.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\powershell.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\stordiag.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tabcal.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\verifier.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\workfolders.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"davclnt.dll","Wietze Beukema","2022-05-21","Microsoft","","%SYSTEM32%, %SYSWOW64%","%SYSTEM32%\write.exe","Environment Variable","","","","","SYSTEMROOT","https://wietze.github.io/blog/save-the-environment-variables","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/davclnt.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\deploymentcsphelper.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\djoin.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dnscacheugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\ieunatt.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\muiunattend.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netbtugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\netiougc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\pnpunattend.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\setupugc.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\systemreset.exe","Sideloading","true","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\werfault.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbgcore.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\werfaultsecure.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows","Wietze (@wietze)","https://hijacklibs.net/entries/microsoft/built-in/dbgcore.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\bootim.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\dxcap.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\taskkill.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
"dbghelp.dll","Wietze Beukema","2021-02-27","Microsoft","","%PROGRAMFILES%\windows kits\10\debuggers\arm, %PROGRAMFILES%\windows kits\10\debuggers\arm\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\arm64, %PROGRAMFILES%\windows kits\10\debuggers\arm64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x64, %PROGRAMFILES%\windows kits\10\debuggers\x64\srcsrv, %PROGRAMFILES%\windows kits\10\debuggers\x86, %PROGRAMFILES%\windows kits\10\debuggers\x86\srcsrv, %PROGRAMFILES%\cisco systems\cisco jabber, %PROGRAMFILES%\microsoft office\root\office%VERSION%, %PROGRAMFILES%\microsoft office\root\vfs\programfilesx86\microsoft analysis services\as oledb\140, %SYSTEM32%, %SYSWOW64%","%SYSTEM32%\tasklist.exe","Sideloading","","","","","","https://wietze.github.io/blog/hijacking-dlls-in-windows, https://wietze.github.io/blog/save-the-environment-variables, https://securityintelligence.com/posts/windows-features-dll-sideloading/, https://github.com/xforcered/WFH","Wietze (@wietze), Chris Spehn (@ConsciousHacker)","https://hijacklibs.net/entries/microsoft/built-in/dbghelp.html"
